car_id,price,car_type_id,transmission_type_id,fuel_type_id
31444,19766,575540,178,372
31453,11450,637216,178,372
31457,10070,637216,178,372
31458,15490,638677,178,735
31461,15763,638677,554,735
31464,8430,769230,178,735
31479,8498,777094,178,372
31482,10495,637216,178,372
31487,14147,418318,178,735
31488,13995,155706,178,372
31503,9671,637216,178,372
31506,7999,200842,178,372
31514,14250,858091,178,372
31519,9850,637216,178,372
31520,9997,637216,178,372
31525,11997,575540,178,372
31526,10495,104111,178,372
31528,12795,575540,178,372
31533,13698,575540,178,372
31536,9597,777094,178,372
31538,10597,575540,178,372
31542,9997,637216,178,372
31550,10950,637216,178,372
31551,9950,637216,178,372
31557,13497,155706,178,372
31564,7397,200842,178,372
31571,18425,168451,554,735
31588,7550,673942,178,372
31592,8495,777094,178,372
31593,7092,466763,550,372
31596,14536,637216,178,372
31600,10650,637216,178,372
31602,10450,160627,178,372
31603,11450,160627,178,372
31607,10950,637216,178,372
31609,11950,858091,178,372
31610,10950,160627,178,372
31612,10450,637216,178,372
31619,9551,160627,178,735
31620,9120,737580,178,372
31626,6697,200842,178,372
31628,11697,160627,178,372
31633,19950,638677,178,372
31636,11220,841302,178,372
31637,20890,328921,178,372
31639,6997,712405,178,372
31643,10497,777094,178,372
31649,16698,902259,178,735
31654,9059,841302,178,735
31658,13140,155706,178,372
31660,21972,638677,178,372
31669,10597,637216,178,372
31671,7850,135325,178,372
31676,15550,418318,178,735
31678,9750,777094,178,372
31680,8298,340586,178,372
31688,10798,200842,178,372
31690,9995,637216,178,372
31691,14390,574657,178,372
31692,8990,559994,178,735
31693,13890,418318,178,735
31694,11498,421939,178,372
31697,9498,559994,178,735
31701,19498,902259,178,372
31704,6998,684201,550,372
31705,13995,288745,178,372
31711,20395,902259,178,735
31717,15397,988390,178,735
31722,9050,777094,178,372
31725,12498,155706,178,372
31728,9000,637216,178,372
31731,8290,862277,178,372
31732,9498,777094,178,372
31733,10998,160627,178,372
31739,14998,841302,178,372
31741,18298,988390,178,372
31742,7698,200842,178,372
31744,7600,110935,178,372
31753,6921,679908,178,735
31763,16500,988390,554,735
31766,8700,862277,178,372
31768,7800,698474,550,372
31778,9495,777094,178,372
31803,8500,777094,178,372
31808,9500,200842,178,372
31809,15700,419675,178,735
31812,8300,698474,178,372
31814,6900,638677,178,372
31826,11200,418318,178,735
31841,8895,841302,178,372
31842,12595,575540,178,372
31845,13990,160627,178,372
31846,9495,404074,178,735
31855,17290,155706,178,372
31859,18295,575540,178,372
31860,11995,575540,178,372
31863,14995,155706,178,372
31869,14292,418318,178,372
31870,12492,419675,178,735
31886,16000,160627,178,372
31895,8498,769230,178,372
31900,14500,637216,178,372
31901,11500,637216,178,372
31902,17400,574657,554,372
31910,10295,564835,178,372
31912,9895,200842,550,372
31917,6260,466763,178,372
31923,14000,813199,554,735
31924,14500,288745,178,372
31933,9998,637216,178,735
31942,16998,638677,178,372
31950,15990,638677,178,735
31951,9995,777094,178,372
31953,15750,160627,178,372
31956,15760,638677,178,735
31963,7991,862277,178,372
31966,13430,160627,178,735
31975,10998,777094,178,372
31979,13298,160627,178,735
31994,8330,777094,178,372
31997,10000,841302,178,372
31998,9450,841302,178,735
31999,14740,638677,178,372
32007,10000,160627,178,372
32009,7991,200842,178,735
32016,11000,637216,178,372
32018,10990,777094,550,372
32021,11650,288745,178,372
32029,8000,777094,178,372
32031,8691,737580,178,372
32034,9495,200842,178,372
32036,6700,684201,178,372
32040,17790,419675,554,372
32043,10300,637216,178,735
32048,14040,155706,178,372
32049,12720,418318,178,735
32051,8191,777094,178,372
32055,12591,737580,550,372
32056,5991,591810,550,372
32059,7911,777094,178,372
32064,12097,418318,178,735
32068,17290,575540,178,372
32070,9899,564835,178,735
32076,12000,575540,178,735
32079,8998,777094,178,372
32084,17498,575540,178,735
32092,15590,638677,178,372
32097,9490,814833,178,735
32099,13491,637216,178,372
32104,10780,104111,178,372
32105,7291,862277,178,372
32107,11891,421939,178,372
32110,18290,872123,178,735
32114,14991,638677,178,372
32117,10691,637216,178,372
32120,9810,777094,178,372
32132,8391,712405,178,372
32137,15781,988390,178,735
32142,14491,638677,178,372
32149,15770,418318,550,735
32151,7380,110935,178,735
32153,15298,988390,178,735
32158,19240,638677,554,735
32159,26230,638677,178,372
32164,12870,418318,178,735
32167,19395,575540,178,735
32171,11187,637216,550,372
32174,16498,418318,550,735
32175,10998,564835,178,735
32176,10498,200842,178,372
32183,11370,777094,550,372
32189,7557,777094,178,372
32190,6491,698474,178,372
32191,10991,777094,178,372
32195,12090,155706,178,372
32197,14410,155706,178,372
32218,7030,340586,178,372
32219,10491,637216,178,372
32229,20941,864578,178,735
32236,10240,404074,178,372
32241,7467,340586,178,372
32251,10290,737580,178,372
32254,30927,324382,554,372
32268,9291,737580,178,735
32271,9000,841302,178,735
32279,8480,404074,554,735
32283,18367,575540,178,372
32284,21700,902259,178,735
32286,14390,638677,178,372
32290,17520,638677,178,372
32293,11950,575540,178,735
32296,8400,777094,178,372
32297,15995,902259,178,735
32299,6995,684201,550,372
32301,12995,160627,178,372
32302,9295,737580,178,372
32306,19795,902259,178,735
32310,14990,637216,178,372
32311,18890,902259,178,735
32318,14350,637216,178,735
32319,12380,160627,554,372
32326,12840,637216,550,372
32328,12271,418318,178,735
32338,8291,777094,178,372
32341,19500,638677,554,735
32356,6717,777094,178,372
32358,18030,550025,178,735
32359,11430,288745,178,372
32360,6360,264466,178,372
32376,12495,637216,178,372
32385,8540,110935,178,735
32386,12530,156394,178,735
32391,8470,135325,178,372
32402,13890,288745,178,372
32404,12950,637216,178,372
32412,12810,637216,178,372
32414,8750,777094,178,372
32426,37990,723319,550,372
32428,9990,149212,178,735
32430,7800,135325,178,372
32437,9947,200842,178,735
32453,6120,264466,178,372
32459,13271,575540,178,372
32462,9910,200842,178,372
32466,19000,920268,178,735
32472,14495,637216,178,372
32476,8495,369026,178,372
32477,5991,862277,178,372
32480,5610,466763,178,372
32482,10250,160627,178,372
32485,13700,575540,178,372
32492,8890,369026,550,372
32497,6940,679908,178,735
32500,19710,555562,178,735
32516,12090,777094,178,372
32525,5791,404531,178,372
32527,11510,160627,550,372
32532,11800,575540,178,735
32536,7480,777094,178,735
32537,10810,160627,554,372
32544,10391,160627,178,735
32547,13291,110935,178,735
32549,11800,160627,178,372
32552,15800,418318,178,735
32553,19730,902259,178,735
32554,15390,638677,178,372
32573,25400,638677,178,735
32575,16700,418318,178,735
32579,18700,902259,178,735
32580,10100,737580,178,735
32582,16995,418318,178,735
32585,11995,637216,178,372
32596,11500,160627,178,735
32598,9980,365866,178,735
32603,16798,638677,178,735
32606,13352,110935,178,372
32607,17520,638677,178,372
32608,17520,638677,178,372
32609,13140,155706,178,372
32610,10451,777094,178,372
32612,8351,777094,178,372
32613,18987,575540,178,735
32617,7480,862277,178,372
32620,9395,777094,178,372
32622,9082,841302,178,735
32624,12000,637216,178,372
32625,14500,155706,550,372
32626,17000,575540,178,735
32628,7991,200842,178,372
32642,10330,737580,178,735
32644,8794,712405,178,372
32650,11800,155706,178,372
32659,7491,698474,178,372
32667,12999,575540,178,372
32684,6840,466763,178,735
32686,6091,264466,178,372
32691,9800,637216,178,372
32702,11700,155706,178,372
32707,12046,418318,178,735
32708,6990,673942,178,372
32715,11490,575540,178,735
32717,11991,160627,550,372
32721,7291,673942,178,372
32730,5800,698474,178,372
32736,15300,155706,178,372
32740,15470,638677,178,372
32744,13020,155706,178,372
32745,20800,583945,178,735
32752,9070,637216,178,372
32753,7550,466763,178,372
32754,13277,374624,554,735
32756,10120,637216,178,372
32759,10891,637216,178,372
32764,15700,155706,178,372
32768,9998,777094,178,372
32771,10498,778746,178,735
32779,10197,777094,178,372
32782,6531,862277,178,372
32792,6221,698474,178,372
32811,10121,637216,178,372
32813,8830,769230,178,372
32816,8580,135325,178,372
32823,16690,155706,554,372
32837,17991,638677,554,372
32839,18500,902259,178,735
32840,18795,638677,178,372
32842,17991,902259,178,735
32849,17520,638677,178,372
32851,17020,638677,178,372
32852,13130,155706,178,372
32856,16295,638677,178,372
32867,10200,737580,178,372
32879,14000,155706,178,372
32882,22000,155706,178,372
32885,11490,155706,178,372
32898,18995,575540,178,372
32913,9795,200842,178,735
32914,7595,698474,178,372
32930,17990,988390,178,735
32932,13990,404074,178,735
32939,16980,160627,550,735
32940,10900,746514,178,372
32941,9940,160627,178,735
32942,9990,637216,178,372
32943,6980,110935,178,735
32950,15895,374624,178,735
32956,17980,738926,178,735
32959,19999,902259,178,372
32965,8490,110935,178,735
32966,19999,902259,178,372
32976,14500,418318,178,735
32977,9850,777094,178,372
32996,10350,841302,178,735
33004,11285,155706,178,735
33015,18998,988390,178,372
33030,7695,712405,178,735
33041,13999,418318,178,735
33042,7895,264466,550,372
33059,6999,673942,178,372
33060,7499,673942,178,372
33067,9499,841302,178,735
33071,10999,777094,178,372
33072,16499,637216,178,372
33073,12999,575540,178,372
33078,13985,621923,550,735
33080,14685,621923,550,735
33081,11185,155706,178,735
33086,17999,418318,550,735
33087,14999,575540,178,372
33090,9999,777094,178,372
33092,20999,738926,550,735
33095,8500,110935,178,735
33096,12250,160627,178,372
33102,11999,575540,178,372
33108,29999,827026,550,735
33110,8499,777094,178,372
33113,9920,637216,178,372
33117,20391,145705,554,735
33118,8470,777094,178,372
33121,12391,637216,178,372
33131,19110,638677,554,735
33146,9000,777094,178,372
33155,7370,135325,178,372
33156,9617,200842,178,372
33157,9530,777094,178,372
33162,5880,404531,178,735
33166,13995,155706,178,372
33172,9991,550612,550,372
33176,14990,738926,178,735
33179,10490,777094,178,372
33189,19075,638677,554,735
33192,6390,200842,178,372
33199,10750,200842,178,372
33201,8500,135325,178,372
33204,10750,737580,178,372
33206,9490,156394,178,735
33216,15150,778746,554,372
33220,17500,638677,178,372
33229,16000,638677,178,372
33237,6680,698474,178,372
33238,14548,638677,178,735
33250,9670,777094,178,372
33253,15000,419675,550,735
33261,11990,160627,178,735
33265,10150,160627,178,372
33270,21865,575534,178,372
33273,7995,200842,178,372
33275,15800,988390,178,735
33280,11800,637216,178,372
33283,9950,637216,178,372
33284,5391,698474,178,735
33287,9970,200842,178,372
33288,15975,149212,554,227
33297,23038,550025,550,735
33298,8810,110935,178,735
33302,9985,637216,178,372
33308,17500,638677,178,372
33318,10700,862277,178,372
33322,6900,466763,178,372
33329,9280,737580,178,372
33330,11450,777094,178,372
33332,19000,575540,550,735
33333,16875,574657,178,372
33334,22450,155706,178,372
33336,18000,902259,178,735
33342,11000,160627,178,735
33346,6950,712405,178,372
33357,8291,712405,178,372
33371,9495,637216,178,372
33375,12770,288745,178,372
33377,11000,637216,178,372
33388,18000,988390,550,735
33395,17520,638677,178,372
33402,15710,155706,178,372
33403,8000,135325,178,372
33409,11000,564835,178,735
33418,10950,737580,178,372
33420,20450,555562,550,735
33424,11500,737580,178,372
33428,10299,637216,178,372
33430,11250,160627,178,372
33431,11999,160627,178,372
33439,31991,632958,550,478
33440,8467,110935,178,735
33442,10380,777094,178,372
33447,10150,104111,178,372
33451,9290,777094,178,372
33464,21664,902259,178,372
33467,7389,698474,178,372
33472,9995,160627,178,372
33477,13482,813199,178,735
33478,9625,810193,178,735
33479,8982,110935,178,735
33480,9022,810193,178,735
33482,14971,160627,178,735
33496,11607,712405,178,372
33497,10080,841302,178,372
33498,9630,777094,178,372
33502,6700,698474,178,372
33507,10500,637216,178,372
33513,9590,777094,178,372
33515,9098,862277,178,372
33516,5890,539246,178,372
33522,6982,466763,178,372
33524,10482,841302,178,372
33526,11299,777094,178,372
33531,16499,638677,178,735
33546,10995,637216,178,372
33551,13000,155706,178,372
33552,14100,155706,178,372
33553,18100,155706,178,372
33558,10995,637216,178,372
33579,12500,575540,178,372
33581,9800,777094,178,372
33582,13500,155706,178,372
33591,12900,288745,178,372
33595,13900,160627,178,372
33598,6191,451262,178,735
33600,12200,637216,178,372
33606,6191,698474,178,735
33608,6220,698474,178,372
33609,9210,200842,178,372
33619,10498,737580,550,372
33627,8498,200842,178,372
33631,6298,466763,550,372
33648,4750,649694,178,372
33649,10495,637216,178,372
33651,7995,698474,178,372
33659,10998,160627,178,735
33660,11998,160627,178,735
33687,7700,466763,178,735
33697,9500,369026,178,735
33701,16698,374624,178,735
33704,13199,155706,178,735
33709,11499,777094,554,372
33712,15999,575540,178,735
33713,9999,110935,178,735
33721,9999,559994,178,735
33725,7600,777094,178,372
33733,8999,200842,178,735
33736,18499,155706,178,372
33737,10698,637216,178,372
33750,14870,575540,178,372
33753,8800,200842,178,372
33759,12560,575540,178,735
33763,9898,777094,178,372
33769,9898,200842,178,372
33771,14798,575540,554,372
33773,7500,448394,178,372
33777,12000,637216,178,372
33778,17000,574657,178,372
33780,8000,698474,178,372
33783,13990,575540,178,372
33788,11200,637216,178,372
33791,11560,637216,178,372
33792,31600,827026,550,735
33798,13000,160627,178,735
33819,17000,155706,550,372
33821,7798,841302,178,735
33824,12500,160627,178,735
33829,11495,777094,178,372
33831,7995,777094,178,372
33834,8995,777094,178,372
33843,13490,575540,178,372
33856,11495,841302,178,735
33858,10495,777094,178,372
33860,15695,288745,178,735
33862,7495,673942,178,372
33869,6995,591810,178,372
33871,8792,777094,178,372
33876,7995,110935,178,372
33877,14295,637216,178,372
33880,20995,144239,178,735
33887,11750,637216,178,372
33892,14900,637216,178,372
33906,12499,637216,178,372
33915,10499,737580,178,372
33917,10999,160627,178,372
33948,7499,841302,178,735
33956,10999,637216,178,372
33957,8399,200842,178,735
33968,6750,110935,178,372
33974,11001,160627,178,372
33980,7040,698474,178,372
33982,7991,110935,178,372
33997,13090,149212,554,372
33999,8450,810193,178,735
34004,9607,369026,550,372
34010,9495,777094,178,372
34015,9780,841302,178,735
34018,6491,200842,178,372
34019,11491,637216,178,372
34020,20590,328921,178,372
34027,9560,637216,178,372
34033,13995,575540,178,372
34034,8695,200842,178,372
34037,8995,104111,178,372
34048,10995,637216,178,372
34049,11695,160627,178,372
34069,9995,737580,178,735
34070,19220,160627,554,735
34071,23570,621923,554,735
34072,10440,637216,178,372
34079,17990,902259,178,735
34087,18995,902259,178,735
34088,10495,777094,178,372
34098,11290,637216,178,372
34106,13000,110935,178,372
34111,10998,564835,178,735
34112,9998,737580,178,372
34122,7490,698474,178,372
34123,6190,679908,178,372
34124,10590,110935,554,372
34126,18990,638677,554,735
34140,16000,155706,178,372
34146,20000,621923,178,735
34147,11000,777094,178,372
34148,14000,575540,178,372
34149,11500,160627,178,372
34150,15990,149212,554,372
34151,12245,777094,178,372
34153,12949,160627,554,372
34155,8998,777094,178,372
34162,10000,135325,178,372
34167,11746,575540,178,372
34169,12700,575540,178,372
34170,16000,988390,178,735
34174,8800,200842,178,372
34204,14995,841302,178,735
34208,16498,418318,178,735
34213,8895,200842,178,735
34216,27845,575540,178,372
34225,10799,637216,178,372
34235,13999,418318,178,735
34237,9999,365866,178,735
34247,6490,264466,178,372
34269,10999,637216,178,372
34274,18495,575534,178,372
34279,10999,564835,178,735
34302,8499,777094,178,372
34305,10695,841302,178,735
34306,10495,637216,178,372
34308,16295,574657,550,372
34312,8995,777094,178,372
34315,10495,156394,178,735
34317,14995,129866,550,735
34319,13499,778746,178,735
34325,12999,575540,178,372
34326,12999,156394,550,735
34328,17495,637216,178,372
34330,16495,638677,178,372
34336,9995,777094,178,372
34338,9495,777094,178,372
34345,13495,575540,550,372
34350,14995,575540,178,372
34352,6491,698474,178,735
34361,7489,451262,550,735
34364,11995,149212,178,735
34366,13495,155706,178,372
34367,8995,200842,178,372
34370,9995,637216,178,372
34377,16360,638677,178,372
34379,10990,637216,178,372
34382,13140,155706,178,372
34385,19970,638677,178,372
34391,7641,862277,178,372
34392,5850,679908,178,735
34393,16230,155706,550,372
34398,8362,181324,178,735
34407,9698,841302,178,735
34412,8498,451262,178,735
34413,9498,777094,178,372
34423,9998,550612,178,372
34426,9241,778746,178,735
34430,8600,550612,178,735
34437,32490,827026,550,735
34439,11491,637216,178,372
34440,9991,637216,178,372
34441,22470,902259,554,735
34445,17998,738926,178,735
34449,8995,777094,178,372
34450,10995,777094,178,372
34460,12920,155706,178,372
34465,13030,155706,178,372
34467,20100,638677,178,735
34473,12798,637216,178,372
34475,11051,418318,178,372
34479,9270,777094,178,372
34480,5970,466763,178,372
34491,11200,637216,178,372
34495,7350,777094,178,372
34496,7330,712405,550,372
34509,6920,110935,178,735
34513,12691,575540,178,372
34522,6598,110935,178,735
34525,12792,841302,178,735
34526,14296,637216,178,372
34536,17825,418318,178,735
34538,15591,160627,178,735
34544,9795,200842,178,372
34545,13650,778746,178,735
34546,11200,564835,178,372
34547,7750,135325,178,372
34551,13900,288745,178,372
34561,9500,637216,178,372
34562,8500,862277,550,372
34564,12500,746514,178,372
34573,14999,575540,178,372
34574,12977,637216,178,372
34580,18500,902259,178,372
34581,16000,419675,178,735
34586,18000,638677,178,372
34587,8500,777094,178,372
34591,10500,200842,178,372
34594,16000,638677,178,372
34595,12500,637216,178,372
34600,12250,160627,178,735
34602,10999,637216,178,372
34609,10650,160627,178,372
34612,19499,988390,178,735
34613,11999,160627,178,372
34615,19499,638677,554,372
34616,20999,638677,178,372
34619,17998,575540,178,372
34622,19498,902259,178,372
34632,14195,575540,178,372
34637,9500,862277,178,735
34648,21999,555562,550,735
34649,16497,418318,178,735
34651,16999,418318,178,735
34658,6700,698474,178,372
34666,8100,200842,178,372
34676,11698,160627,178,735
34690,11930,155706,178,372
34694,11140,104111,178,372
34706,14540,638677,178,372
34712,12000,575540,178,735
34726,9760,777094,178,372
34731,15440,638677,178,372
34732,15470,638677,178,372
34737,8498,862277,550,372
34748,7481,862277,178,372
34749,10591,575540,178,372
34750,12691,149212,550,735
34755,13491,156394,178,735
34758,11000,637216,178,372
34770,11000,575540,178,372
34780,5988,264466,178,735
34788,17500,149212,178,735
34795,12250,160627,178,735
34813,7600,135325,178,372
34815,17410,638677,178,372
34817,8540,616870,178,735
34823,6995,466763,178,372
34843,12997,160627,550,372
34845,12890,420006,178,735
34847,9617,637216,178,372
34849,15580,638677,178,372
34850,19897,282645,178,735
34851,12444,421939,178,735
34854,18991,638677,554,372
34880,11000,777094,178,372
34881,9000,451262,178,735
34887,19998,902259,554,372
34888,12298,160627,178,735
34892,16698,420006,554,372
34894,7140,684201,178,372
34898,6990,673942,178,372
34903,20447,902259,178,735
34904,20847,902259,178,735
34905,20847,902259,178,735
34910,9998,679908,178,372
34913,15698,841302,178,735
34917,10700,637216,178,372
34923,17500,418318,178,735
34929,17995,638677,178,735
34931,5999,698474,178,372
34935,8400,673942,178,372
34946,11200,637216,178,372
34947,9900,451262,178,372
34949,9400,637216,178,372
34950,11900,637216,178,372
34963,17900,575540,178,372
34964,16900,902259,178,735
34967,9000,777094,178,372
34976,18900,988390,178,735
34979,12500,637216,178,372
34982,10200,637216,178,372
34986,19900,988390,178,735
35000,9900,637216,178,372
35003,8700,746514,178,735
35009,6698,679908,550,372
35012,10200,637216,178,372
35013,14500,575540,178,372
35016,16900,638677,178,372
35017,10500,777094,178,372
35024,10491,777094,178,372
35027,14795,575540,178,372
35028,16495,575540,178,372
35031,13995,637216,178,735
35033,19995,155706,178,372
35042,8400,862277,178,372
35043,15900,637216,178,372
35045,10228,550612,178,372
35048,12900,155706,178,372
35049,10600,637216,178,372
35052,7900,777094,178,372
35053,6200,684201,178,372
35060,7500,698474,550,372
35065,17000,418318,178,372
35069,11111,419675,178,735
35070,10300,841302,178,735
35071,9270,637216,178,735
35076,8995,637216,178,372
35077,18495,988390,178,735
35081,13995,418318,178,735
35082,13995,574657,178,372
35083,8495,110935,178,735
35085,7998,777094,178,372
35098,9250,862277,178,372
35106,13998,155706,178,372
35110,10998,156394,178,735
35112,17000,418318,178,735
35113,14450,988390,178,735
35114,7800,135325,178,372
35115,16999,575540,178,372
35119,14200,418318,178,735
35125,11000,637216,178,372
35128,10500,550612,550,372
35129,17000,575540,178,735
35130,9000,777094,178,735
35132,9500,637216,178,372
35135,7950,862277,178,372
35139,5650,466763,178,372
35144,12795,419675,550,735
35150,10695,637216,178,372
35175,10999,160627,178,372
35185,15499,419675,178,735
35195,26723,145705,178,372
35200,10499,777094,178,372
35211,17999,418318,178,735
35215,10499,637216,178,372
35219,15999,418318,178,735
35223,13999,155706,178,372
35224,16499,155706,178,372
35233,10773,637216,178,372
35238,9615,737580,178,372
35244,17500,988390,178,735
35251,7299,673942,178,372
35253,9599,149212,178,735
35258,8499,777094,178,735
35264,8919,200842,178,372
35265,9599,777094,178,372
35272,11169,637216,178,372
35275,10499,737580,178,372
35280,6999,673942,178,372
35283,8100,841302,178,735
35284,9700,637216,178,372
35286,7210,810193,178,735
35291,10445,777094,178,372
35303,19494,575540,178,372
35304,11399,637216,178,372
35305,10719,160627,178,372
35307,16569,638677,178,372
35331,8500,777094,178,372
35337,8700,550612,178,372
35343,11000,160627,178,372
35345,11000,637216,178,372
35350,11299,777094,178,372
35363,10995,637216,178,372
35365,13710,575540,178,372
35370,10999,637216,178,372
35371,13084,637216,178,372
35379,10295,200842,550,372
35380,16795,155706,178,372
35385,9495,777094,178,372
35387,10620,637216,178,372
35388,9480,200842,178,372
35392,18750,638677,178,372
35403,14450,418318,554,372
35412,11250,637216,178,372
35419,19450,902259,178,735
35421,19560,902259,178,735
35449,15995,160627,178,735
35455,9191,564835,178,735
35456,16767,160627,178,735
35459,18800,902259,178,735
35464,8397,200842,178,372
35472,9230,777094,178,372
35476,7080,712405,178,372
35478,6592,200842,178,735
35479,6982,862277,178,372
35486,10240,575540,178,372
35490,9997,200842,550,372
35496,7969,777094,178,372
35497,11494,777094,178,372
35501,15300,418318,178,735
35503,10390,637216,178,372
35511,10480,160627,178,735
35524,6990,135325,178,372
35525,11790,160627,178,735
35529,15290,155706,178,372
35533,9790,637216,178,372
35549,10990,637216,178,372
35550,11490,564835,178,372
35558,6490,698474,178,372
35573,15790,575540,178,372
35583,11690,637216,178,372
35596,12000,777094,178,372
35603,10800,637216,178,372
35608,10500,419675,178,735
35610,17000,841302,178,735
35613,15500,418318,178,735
35615,7500,862277,178,372
35618,6500,181324,178,735
35629,18500,902259,178,372
35630,9500,777094,178,372
35632,18200,988390,178,372
35634,19000,575540,178,372
35642,11795,160627,178,372
35646,10795,777094,178,372
35656,10975,737580,178,372
35660,16000,288745,178,735
35664,16499,638677,178,372
35665,19000,638677,554,372
35672,24499,180577,554,735
35674,15000,155706,178,372
35676,11499,810193,178,735
35679,19000,418318,178,735
35693,11000,104111,178,372
35698,12499,777094,178,372
35699,12499,160627,178,372
35700,14000,155706,178,372
35710,16999,575540,178,735
35711,14000,155706,178,372
35716,7499,698474,178,372
35723,14000,155706,178,372
35724,8070,862277,178,372
35734,12600,575540,178,735
35736,12600,637216,178,372
35739,19500,621923,178,735
35740,7495,862277,178,372
35743,14995,155706,178,372
35757,10000,200842,178,372
35759,9495,135325,178,372
35774,25950,638677,178,372
35776,11018,637216,178,372
35783,10380,777094,178,372
35798,14995,638677,178,372
35799,11900,637216,178,372
35804,10700,637216,178,372
35805,12700,160627,550,372
35810,10100,404074,178,735
35815,6695,673942,178,372
35816,7402,404531,178,735
35826,7890,110935,178,735
35834,14500,288745,178,372
35835,9700,777094,178,372
35842,8900,698474,178,372
35854,11000,637216,178,372
35856,10000,637216,178,372
35859,22500,328921,178,372
35861,15500,288745,178,372
35869,10250,160627,178,372
35871,21000,508309,178,735
35873,9800,777094,178,372
35876,20500,621923,178,735
35879,16200,638677,178,372
35880,12500,637216,178,372
35882,11800,637216,178,372
35883,10500,777094,178,372
35885,9999,777094,178,372
35888,7250,110935,178,735
35893,9700,637216,178,372
35900,10000,200842,178,372
35901,11250,160627,178,372
35911,19200,168451,178,735
35913,9500,369026,178,372
35915,11186,637216,178,372
35918,9750,737580,178,735
35923,14500,288745,178,372
35927,17000,638677,178,372
35936,8800,862277,178,372
35941,8500,135325,178,372
35951,5999,765315,178,372
35957,12250,637216,178,372
35965,9000,110935,178,735
35966,20000,902259,178,735
35968,16995,575540,178,372
35984,8500,673942,178,372
35985,11250,564835,178,372
35995,15795,638677,178,372
35998,10799,637216,178,372
36004,15499,575540,178,372
36006,10995,564835,550,735
36013,10495,160627,178,735
36017,26995,555806,554,735
36022,8995,777094,178,372
36028,21600,902259,554,372
36033,6295,466763,178,735
36038,10000,160627,178,735
36041,9600,637216,178,372
36042,20000,988390,550,735
36044,12000,155706,178,372
36045,31995,827026,554,735
36047,25995,542793,178,735
36055,12995,777094,178,372
36060,15750,160627,178,372
36063,6498,862277,178,372
36073,12250,418318,178,735
36076,6500,200842,178,372
36086,14500,155706,178,372
36088,9000,777094,178,372
36093,14500,575540,178,735
36097,11495,160627,178,735
36103,8495,698474,178,372
36105,13295,575540,178,372
36106,17995,575540,178,372
36115,10500,777094,178,372
36128,8440,841302,178,735
36129,16107,638677,554,372
36132,10390,637216,178,372
36139,16800,638677,178,735
36146,18700,575540,178,735
36147,11900,637216,178,372
36151,15240,638677,178,735
36152,13610,575540,178,372
36157,7038,712405,178,735
36165,20000,137130,178,372
36166,20000,137130,178,372
36172,9990,637216,178,372
36182,9700,777094,178,372
36183,9600,369026,550,372
36184,4340,649694,178,372
36187,10160,637216,178,372
36190,8620,841302,178,735
36191,10400,160627,178,735
36200,8125,841302,178,372
36210,7595,673942,178,372
36219,22000,872123,554,372
36220,12000,637216,550,372
36221,12750,872078,178,735
36223,17500,988390,178,735
36224,10000,404074,178,735
36225,19250,738926,554,372
36227,13500,160627,550,372
36228,7550,200842,178,735
36244,8995,841302,178,735
36246,13995,418318,178,735
36252,5995,404531,178,735
36259,7495,712405,178,372
36262,11295,637216,178,372
36264,21495,864578,178,735
36268,8995,777094,178,372
36275,11500,637216,178,372
36284,5495,862277,178,372
36286,12995,155706,178,372
36289,12900,637216,550,372
36296,19500,638677,554,735
36301,17995,638677,178,372
36304,11495,575540,178,372
36308,19595,902259,178,372
36316,9627,637216,178,372
36317,10270,110935,178,735
36318,7400,777094,178,372
36322,12295,575540,178,372
36323,7495,110935,178,735
36331,17950,738926,178,372
36340,8700,160627,178,735
36349,10000,777094,178,372
36351,9500,777094,178,372
36353,16495,638677,178,372
36361,13589,637216,178,372
36363,11728,160627,178,735
36366,16000,988390,178,735
36373,7500,673942,178,372
36374,17000,555562,178,735
36380,10766,155706,178,372
36385,17900,574657,550,372
36388,11900,160627,178,372
36406,8000,200842,178,372
36408,13500,421939,178,372
36421,15500,638677,178,372
36422,18992,902259,178,735
36423,9775,637216,178,372
36428,10800,637216,178,372
36431,13500,575540,178,372
36432,13000,637216,550,372
36433,23700,902259,178,735
36435,17900,638677,178,372
36438,18000,988390,550,735
36451,11500,637216,178,372
36452,10000,637216,178,372
36455,12000,637216,178,735
36463,12317,841302,554,372
36494,10500,777094,178,372
36496,11200,637216,178,372
36500,11700,160627,178,372
36513,16500,155706,178,372
36523,14800,418318,178,735
36549,11200,637216,178,372
36550,10700,637216,178,372
36556,9890,160627,550,735
36560,7360,110935,178,735
36562,13000,637216,178,372
36563,6700,591810,178,735
36564,15000,288745,178,372
36570,10860,637216,178,372
36572,20000,638677,554,372
36578,13500,574657,178,372
36580,10400,777094,178,372
36583,6995,466763,178,372
36587,10990,777094,178,372
36592,12600,419675,178,735
36595,10150,637216,178,372
36597,17000,155706,178,372
36599,14990,288745,178,372
36600,6361,466763,550,372
36603,10500,777094,178,372
36610,7000,466763,178,372
36612,11800,160627,178,735
36620,11250,564835,178,372
36624,10750,421939,178,735
36634,13250,155706,178,372
36635,10150,746514,178,735
36636,9650,200842,178,372
36640,11850,637216,178,372
36648,9295,777094,178,372
36650,7500,466763,178,372
36654,10000,769230,178,372
36655,20000,508309,178,735
36656,18200,168451,550,735
36657,6770,712405,178,372
36663,9990,200842,178,372
