id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,price_range,number_of_reviews,number_of_reviews_range,minimum_nights,reviews_per_month
206957,1018472,Angus,Brooklyn,"Sheepshead Bay","Entire home/apt",70,51-100,128,101-150,4,1.34
208148,1024355,Martina,Brooklyn,Williamsburg,"Entire home/apt",185,151-200,14,0-50,3,0.15
208889,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",145,101-150,30,0-50,3,0.32
209310,1031148,Iulia,Queens,Sunnyside,"Private room",50,0-50,258,250+,28,2.9
211078,306739,Maya,Brooklyn,Greenpoint,"Entire home/apt",185,151-200,228,201-250,3,2.39
211974,272730,Goldi,Manhattan,"East Village","Entire home/apt",250,201-250,60,51-100,1,0.65
212109,666271,Susan,Manhattan,"West Village","Private room",80,51-100,9,0-50,90,0.2
212178,1094178,Jeremy,Manhattan,"Theater District","Entire home/apt",230,201-250,179,151-200,2,1.88
212544,1096084,Daniel,Brooklyn,Gowanus,"Entire home/apt",100,51-100,9,0-50,7,0.1
213272,293130,Meli,Brooklyn,Bushwick,"Private room",40,0-50,1,0-50,1,0.37
213330,800223,Nader,Manhattan,"Lower East Side","Private room",200,151-200,25,0-50,30,0.49
214917,1109658,Carmel,"Staten Island","Emerson Hill","Private room",80,51-100,2,0-50,2,0.05
215560,1112560,Mary,Brooklyn,Bedford-Stuyvesant,"Private room",79,51-100,152,151-200,3,1.6
215784,864735,Jason,Queens,"Long Island City","Entire home/apt",95,51-100,24,0-50,30,0.25
215907,1114587,"Keenan & Emily",Manhattan,"Upper West Side","Entire home/apt",300,250+,45,0-50,2,0.47
217580,1121193,Samuel,Brooklyn,"Fort Hamilton","Entire home/apt",100,51-100,7,0-50,30,0.08
218358,1129218,Orlando,Manhattan,Harlem,"Private room",80,51-100,19,0-50,7,0.35
219066,447754,Yana,Brooklyn,Bensonhurst,"Entire home/apt",110,101-150,24,0-50,1,0.26
219482,759583,Pepe,Brooklyn,"Clinton Hill","Entire home/apt",172,151-200,8,0-50,4,0.09
219793,1138692,"Keera (Jena)",Manhattan,"Lower East Side","Entire home/apt",199,151-200,29,0-50,1,0.31
219818,1138692,"Keera (Jena)",Manhattan,"Lower East Side","Entire home/apt",199,151-200,14,0-50,1,0.15
219922,1139574,Carmel,Manhattan,Harlem,"Private room",100,51-100,33,0-50,1,0.38
220351,921500,"Boubacar And Pattee",Manhattan,Harlem,"Private room",55,51-100,99,51-100,4,1.04
220563,918087,Kestrel,Brooklyn,Bedford-Stuyvesant,"Private room",75,51-100,59,51-100,3,0.62
220946,1144415,Lisa,Manhattan,"East Village","Entire home/apt",146,101-150,142,101-150,3,1.5
221043,846050,Eziah,Manhattan,NoHo,"Private room",250,201-250,0,0-50,2,NULL
221097,1146744,Deborah,Brooklyn,Greenpoint,"Entire home/apt",116,101-150,22,0-50,29,0.23
221618,4887492,Gershwyn,Manhattan,Tribeca,"Private room",150,101-150,82,51-100,3,0.87
222054,22486,Lisel,Brooklyn,"Park Slope","Private room",120,101-150,23,0-50,2,0.24
222304,1153993,Anton,Manhattan,Chelsea,"Entire home/apt",199,151-200,32,0-50,4,0.34
223930,1164642,Rosalynn,Brooklyn,"Prospect Heights","Entire home/apt",150,101-150,24,0-50,5,0.25
224004,1165231,Deirdre,Manhattan,Harlem,"Private room",69,51-100,59,51-100,1,0.63
224006,1165231,Deirdre,Manhattan,Harlem,"Private room",300,250+,6,0-50,55,0.08
224510,991380,Stefania,Brooklyn,"Boerum Hill","Entire home/apt",230,201-250,18,0-50,4,0.21
225297,1173599,Gaya,Manhattan,Midtown,"Entire home/apt",125,101-150,3,0-50,4,0.03
225306,1112560,Mary,Brooklyn,Bedford-Stuyvesant,"Private room",79,51-100,115,101-150,3,1.21
225887,663879,Christopher,Brooklyn,"Fort Greene","Private room",130,101-150,154,151-200,3,1.63
225926,1177497,Jessica,Brooklyn,"Clinton Hill","Private room",239,201-250,164,151-200,1,1.73
225976,1177947,Marina,"Staten Island","Shore Acres","Entire home/apt",75,51-100,76,51-100,6,0.8
226021,815977,Ryan,Brooklyn,Williamsburg,"Entire home/apt",220,201-250,116,101-150,3,1.23
227715,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",80,51-100,234,201-250,3,2.47
227735,1187935,Daniel,Manhattan,"East Village","Entire home/apt",288,250+,120,101-150,2,1.27
228317,1191142,"Lady Jay",Brooklyn,Bedford-Stuyvesant,"Entire home/apt",135,101-150,82,51-100,4,0.87
228496,1192424,Gordon,Manhattan,"West Village","Entire home/apt",225,201-250,13,0-50,3,0.15
228517,1192610,Raven,Manhattan,Chinatown,"Private room",110,101-150,59,51-100,30,0.64
228925,1194377,Marceline,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",100,51-100,63,51-100,7,1.87
228979,1190088,Tim,Manhattan,"Hell's Kitchen","Private room",130,101-150,52,51-100,2,0.55
229367,1097545,Carol,Manhattan,"East Village","Private room",89,51-100,278,250+,1,2.95
229874,507304,Derrick,Brooklyn,"Sunset Park","Entire home/apt",200,151-200,1,0-50,5,0.01
230321,1203500,Civan,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",80,51-100,35,0-50,2,0.4
230854,12221,Lori,Bronx,Concourse,"Private room",50,0-50,235,201-250,5,2.49
230877,292204,Blanca,Manhattan,"East Harlem","Entire home/apt",135,101-150,115,101-150,28,1.21
230956,1207399,Mark,Manhattan,"East Village","Private room",90,51-100,109,101-150,1,1.15
231414,1184442,Roberto,Manhattan,SoHo,"Private room",270,250+,1,0-50,5,0.01
232612,1217241,Dee,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",110,101-150,305,250+,3,3.24
232618,763420,Selma,Manhattan,"East Harlem","Entire home/apt",145,101-150,102,101-150,1,1.52
233189,1220414,Michael,Manhattan,"Hell's Kitchen","Entire home/apt",179,151-200,83,51-100,30,0.88
233638,1012895,Melody,Queens,Ridgewood,"Private room",55,51-100,19,0-50,1,0.25
233662,1223568,Tiffany,Manhattan,Midtown,"Private room",110,101-150,61,51-100,2,0.65
234184,902054,William,Manhattan,Harlem,"Entire home/apt",325,250+,89,51-100,5,0.94
234870,1229984,John,Queens,"Long Island City","Private room",75,51-100,65,51-100,30,0.74
235552,1234405,Bertie,Brooklyn,"South Slope","Entire home/apt",300,250+,40,0-50,1,0.44
235651,83257,Olan,Manhattan,"West Village","Private room",130,101-150,80,51-100,30,0.86
235951,1236070,Dan,Manhattan,Midtown,"Entire home/apt",190,151-200,136,101-150,30,1.45
235960,1236817,Blue,Manhattan,"Lower East Side","Entire home/apt",200,151-200,100,51-100,3,1.06
236671,1240820,Triny,Brooklyn,Williamsburg,"Entire home/apt",180,151-200,125,101-150,2,1.36
236788,4166168,"Nick And Noémie",Brooklyn,DUMBO,"Entire home/apt",350,250+,40,0-50,5,0.5
236806,1151987,Juvie,Manhattan,"East Village","Entire home/apt",160,151-200,0,0-50,4,NULL
237127,1146958,Liz,Manhattan,"Kips Bay","Entire home/apt",195,151-200,139,101-150,30,1.59
237210,1243192,Jacqueline,Manhattan,"Greenwich Village","Entire home/apt",241,201-250,0,0-50,30,NULL
239055,65064,"Ashley & Nir",Manhattan,Chinatown,"Entire home/apt",300,250+,2,0-50,7,0.03
239733,1256874,Nancy,Queens,"Ditmars Steinway","Entire home/apt",75,51-100,49,0-50,28,0.53
239766,1257309,Austin,Manhattan,"Lower East Side","Entire home/apt",100,51-100,8,0-50,5,0.11
239826,1257760,Jay,Manhattan,Gramercy,"Entire home/apt",399,250+,0,0-50,1,NULL
239883,136962,Li,Brooklyn,"Fort Greene","Private room",85,51-100,124,101-150,5,1.32
239899,1258363,Todd,Brooklyn,"Prospect-Lefferts Gardens","Entire home/apt",80,51-100,5,0-50,21,0.12
240800,1263176,Joseph,Brooklyn,"Prospect Heights","Private room",55,51-100,147,101-150,1,1.57
241140,1177497,Jessica,Brooklyn,"Clinton Hill","Private room",438,250+,43,0-50,1,0.46
241159,1264655,Ruari,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",110,101-150,8,0-50,6,0.33
241862,1269455,Mike,Manhattan,"West Village","Entire home/apt",200,151-200,37,0-50,2,0.39
242532,1177497,Jessica,Brooklyn,"Clinton Hill","Private room",279,250+,120,101-150,1,1.28
242643,1273825,Lauryn,Brooklyn,Williamsburg,"Entire home/apt",137,101-150,24,0-50,1,0.29
243229,1276497,Alon,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",280,250+,5,0-50,3,0.05
243708,288711,Andy,Brooklyn,Williamsburg,"Entire home/apt",199,151-200,242,201-250,30,2.59
245504,714200,Baron,Manhattan,Inwood,"Private room",71,51-100,229,201-250,4,2.45
245544,1260921,Victor,Bronx,Kingsbridge,"Private room",42,0-50,108,101-150,2,1.36
245574,1288460,Al-,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",180,151-200,181,151-200,2,1.92
245607,825022,Jaidev,Manhattan,Chelsea,"Entire home/apt",226,201-250,34,0-50,5,0.39
246134,283604,Shelley,Brooklyn,"Crown Heights","Private room",85,51-100,5,0-50,3,0.05
246351,1292250,Jerry,Manhattan,Gramercy,"Entire home/apt",135,101-150,5,0-50,1,0.06
246916,3647,Rafael,Queens,Elmhurst,"Entire home/apt",79,51-100,60,51-100,4,0.64
246938,936630,Jens,Manhattan,"Lower East Side","Entire home/apt",154,151-200,238,201-250,1,2.59
248865,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,34,0-50,3,0.37
248871,605463,"West Village",Manhattan,"West Village","Entire home/apt",700,250+,131,101-150,3,1.4
249414,1306587,Andy,Manhattan,"West Village","Entire home/apt",246,201-250,6,0-50,4,0.16
249618,1307773,Karina,Manhattan,"Washington Heights","Private room",125,101-150,4,0-50,60,0.06
249867,758441,Fred,Brooklyn,Bedford-Stuyvesant,"Private room",100,51-100,7,0-50,1,0.08
250259,1311398,Ben,Brooklyn,Williamsburg,"Entire home/apt",295,250+,125,101-150,5,3.04
250311,945499,Kyle,Brooklyn,"Crown Heights","Private room",150,101-150,0,0-50,3,NULL
250323,1311870,Christy,Manhattan,Chinatown,"Entire home/apt",119,101-150,49,0-50,1,0.58
250536,1313306,Yvette,Manhattan,Harlem,"Private room",125,101-150,11,0-50,1,0.12
250537,1313306,Yvette,Manhattan,Harlem,"Entire home/apt",400,250+,0,0-50,5,NULL
250801,1314834,Rhona,Manhattan,"Greenwich Village","Entire home/apt",850,250+,107,101-150,3,1.15
251262,1278802,Anne,Brooklyn,Williamsburg,"Private room",129,101-150,241,201-250,2,2.6
251277,1317343,Carol,Manhattan,"Upper West Side","Private room",140,101-150,176,151-200,1,1.89
252076,297769,Tunji,Manhattan,Chinatown,"Private room",115,101-150,151,151-200,4,1.63
252607,1325961,Chris,Manhattan,"East Harlem","Entire home/apt",200,151-200,49,0-50,3,0.53
253332,552343,Cynthia,Brooklyn,"Sunset Park","Entire home/apt",96,51-100,13,0-50,120,0.14
253466,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,33,0-50,3,0.47
253471,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,24,0-50,3,0.32
253475,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,59,51-100,3,0.66
253548,1331493,Olia,Brooklyn,"Brighton Beach","Private room",69,51-100,2,0-50,1,0.04
253590,1331850,G,Manhattan,"Upper West Side","Entire home/apt",185,151-200,16,0-50,2,0.23
253623,1332108,Cici,Manhattan,Harlem,"Private room",81,51-100,72,51-100,2,0.77
253800,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,24,0-50,3,0.26
253803,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,23,0-50,3,0.26
253806,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,43,0-50,3,0.47
253811,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,30,0-50,3,0.32
253815,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,39,0-50,3,0.44
253828,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",349,250+,8,0-50,3,0.09
253839,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",249,201-250,3,0-50,3,0.03
253842,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",299,250+,6,0-50,3,0.1
253846,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",179,151-200,4,0-50,3,0.05
254131,1267021,Sharma,Queens,"Jackson Heights","Private room",54,51-100,56,51-100,5,0.66
254168,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Private room",599,250+,7,0-50,3,0.08
254409,1336542,Stephanie,Brooklyn,"Clinton Hill","Entire home/apt",110,101-150,2,0-50,1,0.03
255024,1340007,Roger,Brooklyn,Bushwick,"Entire home/apt",220,201-250,178,151-200,2,2.69
255476,1302029,Bree,Brooklyn,Williamsburg,"Private room",89,51-100,30,0-50,30,0.8
255601,1343630,Antonio,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",170,151-200,190,151-200,2,2.04
255957,506779,Claudia,Manhattan,Nolita,"Entire home/apt",495,250+,25,0-50,7,0.27
256078,1346437,Cristina,Queens,Sunnyside,"Entire home/apt",80,51-100,81,51-100,10,0.98
256328,1347034,Janine,Manhattan,Chelsea,"Entire home/apt",760,250+,7,0-50,2,0.08
256369,1348494,Pamela,Brooklyn,"Cobble Hill","Private room",98,51-100,216,201-250,4,2.31
257097,315401,Jaime,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",125,101-150,31,0-50,30,0.33
257568,1123923,Adolfo,Brooklyn,"Cypress Hills","Private room",48,0-50,53,51-100,90,0.57
257787,1356046,Daniel,Brooklyn,Williamsburg,"Private room",64,51-100,247,201-250,3,2.65
258284,1358312,S,Brooklyn,"Clinton Hill","Entire home/apt",154,151-200,233,201-250,3,2.5
258397,1354758,Annie,Brooklyn,"Park Slope","Entire home/apt",139,101-150,135,101-150,3,1.45
258686,1233267,Kim,Queens,"St. Albans","Private room",75,51-100,20,0-50,4,0.23
258688,436599,Chad,Manhattan,"West Village","Entire home/apt",325,250+,46,0-50,4,0.5
258690,1359611,Andrea,Manhattan,Chelsea,"Entire home/apt",195,151-200,10,0-50,365,0.12
258740,1360043,Adrienne,Manhattan,Harlem,"Private room",58,51-100,143,101-150,1,2.83
258838,1360198,Marina,"Staten Island",Arrochar,"Entire home/apt",250,201-250,21,0-50,2,0.26
258876,1360198,Marina,"Staten Island",Arrochar,"Private room",50,0-50,0,0-50,7,NULL
259946,1360198,Marina,"Staten Island",Arrochar,"Entire home/apt",125,101-150,8,0-50,2,0.09
260451,52335,Alexander,Brooklyn,"Fort Greene","Entire home/apt",70,51-100,4,0-50,7,0.05
260765,480943,Ro,Manhattan,"Upper East Side","Entire home/apt",189,151-200,314,250+,2,3.45
261194,696482,Christine,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",130,101-150,18,0-50,3,0.25
261259,1370358,Keiko,Manhattan,"West Village","Entire home/apt",145,101-150,11,0-50,7,0.12
261344,568103,Liah,Manhattan,"Financial District","Private room",101,101-150,51,51-100,7,0.55
261674,1372786,Lindsey,Manhattan,Chelsea,"Private room",95,51-100,20,0-50,5,0.33
261781,1359519,Nadya,Manhattan,"West Village","Entire home/apt",375,250+,8,0-50,7,0.12
262343,1376385,Lauren,Manhattan,"Lower East Side","Entire home/apt",153,151-200,59,51-100,31,0.63
262405,1376778,Wade,Brooklyn,"East Flatbush","Entire home/apt",92,51-100,54,51-100,4,0.62
262478,535128,Juliana,Manhattan,"Lower East Side","Private room",80,51-100,10,0-50,5,0.46
262583,605463,"West Village",Manhattan,"West Village","Entire home/apt",300,250+,153,151-200,4,1.66
263005,1380060,"Marisa And Colin",Brooklyn,"Fort Greene","Entire home/apt",145,101-150,110,101-150,3,1.2
263190,1020539,Dominique,Manhattan,"East Village","Private room",88,51-100,69,51-100,2,0.91
263232,1381171,Nicole,Manhattan,Harlem,"Entire home/apt",155,151-200,1,0-50,1,0.18
263502,1382749,Shaun,Brooklyn,Williamsburg,"Entire home/apt",185,151-200,24,0-50,180,0.26
263776,1384111,Joanne,Queens,Sunnyside,"Private room",73,51-100,95,51-100,2,1.02
263888,1384559,C,Manhattan,"Upper West Side","Entire home/apt",225,201-250,129,101-150,2,1.41
264323,305972,Allan,Manhattan,"Morningside Heights","Private room",85,51-100,171,151-200,7,1.84
265036,21188,Leo,Brooklyn,"Crown Heights","Private room",99,51-100,20,0-50,2,0.59
265064,1123923,Adolfo,Brooklyn,"Cypress Hills","Private room",48,0-50,17,0-50,90,0.27
265145,1390947,Akiko,Manhattan,"Theater District","Entire home/apt",200,151-200,8,0-50,5,0.09
265506,1392440,Sandra,Manhattan,"Upper East Side","Entire home/apt",485,250+,11,0-50,7,0.12
265831,1394190,Jen,Manhattan,Nolita,"Entire home/apt",310,250+,5,0-50,5,0.09
265912,1394719,Jill,Brooklyn,Williamsburg,"Entire home/apt",110,101-150,0,0-50,4,NULL
266146,1385157,Brian,Manhattan,"Upper West Side","Entire home/apt",109,101-150,36,0-50,30,0.39
266155,1385157,Brian,Manhattan,"Upper West Side","Entire home/apt",167,151-200,16,0-50,30,0.17
266351,1396546,Elena,Brooklyn,"Fort Greene","Entire home/apt",147,101-150,5,0-50,15,0.12
266437,1397061,"Asia Joanna",Manhattan,Chelsea,"Entire home/apt",220,201-250,0,0-50,4,NULL
266449,1397115,Drew,Manhattan,"Lower East Side","Entire home/apt",195,151-200,68,51-100,4,0.77
266756,1398809,"Roberto  Mike",Manhattan,"Little Italy","Entire home/apt",199,151-200,89,51-100,28,0.99
267376,638721,Fred,Manhattan,"Financial District","Private room",65,51-100,10,0-50,30,1.02
267435,1402454,Jocelin,Queens,"Rego Park","Private room",55,51-100,38,0-50,1,0.85
267535,1402951,Clara,Bronx,Wakefield,"Private room",50,0-50,15,0-50,2,0.17
267652,164675,Janice,Brooklyn,Kensington,"Private room",60,51-100,20,0-50,2,0.42
267708,661399,Vivianne,Manhattan,"East Harlem","Private room",99,51-100,25,0-50,3,0.96
268392,1406773,"Eyal And Amy",Manhattan,Harlem,"Entire home/apt",130,101-150,35,0-50,2,0.42
268481,1380703,Vishal,Brooklyn,Williamsburg,"Entire home/apt",290,250+,1,0-50,30,0.01
268868,1408733,Sergio,Manhattan,Chelsea,"Entire home/apt",350,250+,64,51-100,3,0.7
269283,1410714,Antoinette,Brooklyn,"Crown Heights","Private room",50,0-50,26,0-50,3,0.33
269889,1413098,M,Queens,"Long Island City","Private room",96,51-100,244,201-250,2,2.74
270139,1093220,Chavisa,Brooklyn,Bushwick,"Private room",45,0-50,21,0-50,15,0.29
270231,1366310,Janina,Queens,Woodside,"Private room",85,51-100,270,250+,2,2.95
270315,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,"Private room",34,0-50,16,0-50,10,0.19
270345,1415590,Cameron,Manhattan,"East Village","Entire home/apt",250,201-250,24,0-50,3,0.26
270680,1315849,"Javier Pedraza",Brooklyn,Williamsburg,"Private room",190,151-200,30,0-50,1,0.33
270681,1315849,"Javier Pedraza",Brooklyn,Williamsburg,"Private room",75,51-100,5,0-50,2,0.06
271083,1217923,Kevin,Brooklyn,"Prospect-Lefferts Gardens","Entire home/apt",93,51-100,115,101-150,4,1.25
271128,1417166,Lex,Brooklyn,Bedford-Stuyvesant,"Private room",60,51-100,9,0-50,5,0.19
271130,1417166,Lex,Brooklyn,Bedford-Stuyvesant,"Private room",65,51-100,45,0-50,5,0.52
271694,1387370,James,Manhattan,Midtown,"Entire home/apt",125,101-150,19,0-50,365,0.21
271950,1362808,Max,Manhattan,"Upper East Side","Entire home/apt",300,250+,5,0-50,3,0.08
271954,1423798,Aj,Manhattan,"Greenwich Village","Entire home/apt",150,101-150,203,201-250,2,2.22
272026,1423613,Arthur,Manhattan,"Washington Heights","Entire home/apt",56,51-100,20,0-50,122,0.41
272044,1195295,M,Manhattan,"East Village","Entire home/apt",299,250+,49,0-50,3,0.53
272427,511993,Diana,Brooklyn,Greenpoint,"Private room",60,51-100,6,0-50,4,0.07
272706,1402817,Valerie,Brooklyn,"Fort Greene","Entire home/apt",88,51-100,7,0-50,5,0.08
272738,1427381,Elizabeth,Brooklyn,Williamsburg,"Private room",60,51-100,35,0-50,2,0.38
273190,605463,"West Village",Manhattan,"West Village","Entire home/apt",1300,250+,28,0-50,5,0.31
273256,1429642,Delia,Manhattan,"East Harlem","Private room",200,151-200,0,0-50,6,NULL
274062,1433395,Stacia,Manhattan,Harlem,"Private room",99,51-100,54,51-100,2,0.88
274329,1434654,Andrew,Brooklyn,Bushwick,"Entire home/apt",110,101-150,115,101-150,3,1.75
274376,1434931,Aaron,Brooklyn,"Clinton Hill","Entire home/apt",135,101-150,6,0-50,5,0.13
274743,1436404,Catherine,Manhattan,"Upper East Side","Entire home/apt",110,101-150,1,0-50,15,0.02
275976,1417757,Kwab,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",165,151-200,204,201-250,3,2.31
276216,1440691,Dena,Brooklyn,"Sunset Park","Entire home/apt",127,101-150,1,0-50,180,0.03
276317,130901,Chauncey,Brooklyn,"Prospect Heights","Entire home/apt",402,250+,89,51-100,3,0.97
276482,305972,Allan,Manhattan,Harlem,"Private room",85,51-100,130,101-150,6,1.42
277207,1447684,Rosa,Brooklyn,Greenpoint,"Private room",75,51-100,15,0-50,7,0.25
277370,1448432,Jim,Manhattan,"East Village","Entire home/apt",139,101-150,52,51-100,30,0.6
277883,950657,Michelle,Brooklyn,"Prospect-Lefferts Gardens","Entire home/apt",70,51-100,58,51-100,6,0.63
278090,1451723,Bia,Manhattan,"East Harlem","Private room",50,0-50,208,201-250,3,2.32
278145,1452026,Heidi,Queens,Astoria,"Private room",30,0-50,3,0-50,5,0.03
278631,1132207,Cathryne,Manhattan,"West Village","Entire home/apt",250,201-250,7,0-50,30,0.08
278876,368528,Ally,Brooklyn,"Crown Heights","Private room",64,51-100,1,0-50,1,0.04
279093,1455825,Erica,Manhattan,Harlem,"Entire home/apt",300,250+,2,0-50,3,0.06
279857,1420300,Gordy,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",800,250+,122,101-150,4,1.37
279969,240427,Naimah,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",100,51-100,63,51-100,3,0.72
280315,1151818,Gabrielle,Brooklyn,"Crown Heights","Entire home/apt",250,201-250,26,0-50,5,0.28
281521,70614,Vimal,Manhattan,"West Village","Entire home/apt",200,151-200,1,0-50,27,0.01
281756,1468658,Barbara,Brooklyn,Greenpoint,"Entire home/apt",140,101-150,14,0-50,5,0.16
281851,1469036,Tw,Manhattan,Harlem,"Private room",130,101-150,107,101-150,1,2.38
282341,1471384,Dan,Brooklyn,Kensington,"Entire home/apt",90,51-100,3,0-50,30,0.05
282443,36897,Lydia,Manhattan,Chinatown,"Entire home/apt",90,51-100,107,101-150,3,1.17
282514,1464358,Dian,Brooklyn,Bedford-Stuyvesant,"Private room",97,51-100,29,0-50,3,1.57
282863,322934,Kate,Brooklyn,Gowanus,"Entire home/apt",91,51-100,69,51-100,6,0.76
282977,1474071,Diana,Brooklyn,"Park Slope","Private room",125,101-150,232,201-250,3,2.52
283072,1474637,Eliza,Brooklyn,"Cypress Hills","Private room",75,51-100,0,0-50,7,NULL
283090,511175,Luis,Manhattan,"East Village","Entire home/apt",180,151-200,24,0-50,7,0.26
283184,1427381,Elizabeth,Brooklyn,Williamsburg,"Entire home/apt",300,250+,0,0-50,7,NULL
283272,524730,Oz,Brooklyn,Williamsburg,"Entire home/apt",100,51-100,5,0-50,19,0.06
283550,1476954,Jose,Manhattan,"Hell's Kitchen","Entire home/apt",175,151-200,10,0-50,3,0.23
284208,1366270,Louisa,Brooklyn,"South Slope","Private room",65,51-100,36,0-50,4,0.47
284855,1482460,Dara,Manhattan,"West Village","Entire home/apt",240,201-250,94,51-100,5,1.1
285442,1475866,Jesper,Manhattan,"East Village","Private room",300,250+,1,0-50,6,0.01
285492,1486034,Eric,Manhattan,Chelsea,"Entire home/apt",385,250+,63,51-100,1,0.71
285716,1487126,Anamaria,Brooklyn,Bushwick,"Private room",47,0-50,5,0-50,15,0.06
286662,1491538,Erika,Brooklyn,"Crown Heights","Entire home/apt",110,101-150,238,201-250,3,2.6
286838,1492339,Karin,Manhattan,Harlem,"Private room",75,51-100,101,101-150,2,1.1
287397,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",100,51-100,21,0-50,3,0.23
287408,1495090,Carey,Manhattan,"Hell's Kitchen","Entire home/apt",165,151-200,72,51-100,2,0.82
287417,1495196,Yvette,Brooklyn,Bedford-Stuyvesant,"Entire home/apt",300,250+,40,0-50,2,0.68
287421,1495141,Keow,Brooklyn,"Cobble Hill","Entire home/apt",140,101-150,103,101-150,3,1.13
287481,1495502,Olly,Brooklyn,Williamsburg,"Entire home/apt",120,101-150,66,51-100,6,0.72
287839,1498424,Hibo,Brooklyn,"Fort Greene","Entire home/apt",175,151-200,35,0-50,3,0.4
287845,1496847,"Paul & Ewa",Brooklyn,"Carroll Gardens","Entire home/apt",275,250+,121,101-150,31,1.33
289020,347036,Jasmine,Manhattan,"East Village","Entire home/apt",179,151-200,15,0-50,8,0.19
289037,632334,Michael,Brooklyn,"Carroll Gardens","Entire home/apt",189,151-200,13,0-50,2,0.18
289288,1502469,Max,Manhattan,"East Village","Entire home/apt",219,201-250,129,101-150,2,1.42
289665,1503831,Elle,Manhattan,"West Village","Entire home/apt",450,250+,157,151-200,20,1.71
289703,815741,Geoff,Manhattan,SoHo,"Entire home/apt",249,201-250,8,0-50,5,0.11
289958,1454655,Ronaldo,Queens,"Long Island City","Private room",65,51-100,5,0-50,2,0.06
289995,1505217,Pia,Brooklyn,Greenpoint,"Entire home/apt",250,201-250,46,0-50,4,0.52
290457,207124,"Mikki & Bazi",Manhattan,Chinatown,"Entire home/apt",139,101-150,37,0-50,30,0.41
291524,1470688,Philip,Manhattan,"Upper West Side","Entire home/apt",209,201-250,14,0-50,7,0.16
291714,1321504,Rohan,Brooklyn,"Crown Heights","Entire home/apt",120,101-150,37,0-50,5,0.45
291812,1509416,Natalia,Queens,Astoria,"Entire home/apt",70,51-100,1,0-50,5,0.03
292047,1490696,Alejandra,Manhattan,"West Village","Private room",90,51-100,209,201-250,3,2.38
292121,169927,Hubert,Manhattan,"Hell's Kitchen","Entire home/apt",199,151-200,4,0-50,3,0.07
292266,1513294,Urszula,Brooklyn,Bushwick,"Private room",50,0-50,17,0-50,60,0.19
292637,1021834,Svetlana,Brooklyn,"Crown Heights","Entire home/apt",100,51-100,0,0-50,5,NULL
293004,910719,Sena,Manhattan,Harlem,"Entire home/apt",110,101-150,0,0-50,1,NULL
293837,1495502,Olly,Brooklyn,Williamsburg,"Entire home/apt",157,151-200,54,51-100,4,0.66
294227,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,43,0-50,3,0.49
294239,1521432,Carmen,Queens,Astoria,"Entire home/apt",192,151-200,7,0-50,3,0.08
294242,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,75,51-100,3,0.93
294250,45682,Irina,Manhattan,"Upper West Side","Entire home/apt",150,101-150,88,51-100,1,0.99
294259,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,73,51-100,3,0.84
294263,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,89,51-100,3,1.06
294280,417504,"The Box House Hotel",Brooklyn,Greenpoint,"Entire home/apt",199,151-200,23,0-50,3,0.26
