job id,job title 1,job title 2,published date,removed date,SALARY ESTIMATE,COMPANY_NAME,COMPANY_RANK,STATE_OF_COMPANY,HEADQUARTERS_OF_COMPANY,COMPANY_SIZE,COMPANY_MARKET_VALUE
323,Chemical,Engineer,2016-02-24 02:20:45,2016-03-17 02:20:45,61K-142K,Photospace,8.0,          Florida         ,Orlando,70.0 to 119.0 employees,820.0
324,Programmer,I,2018-07-20 02:56:16,2018-10-04 02:56:16,98K-141K,Blogpad,5.0,          Texas         ,El Paso,40.0 to 68.0 employees,734.2857142857142
325,Junior,Executive,2020-12-12 23:47:33,2020-12-27 23:47:33,21K-197K,Gabcube,5.0,          Florida         ,Saint Augustine,40.0 to 68.0 employees,734.2857142857142
326,Systems,Administrator IV,2017-09-19 17:00:29,2017-12-03 17:00:29,5K-138K,Edgetag,5.0,          Kansas         ,Shawnee Mission,40.0 to 68.0 employees,734.2857142857142
327,Help,Desk Operator,2020-05-21 11:34:44,2020-06-11 11:34:44,78K-136K,Roodel,4.0,          Georgia         ,Atlanta,30.0 to 51.0 employees,686.6666666666666
328,Research,Assistant III,2019-01-07 04:09:07,2019-02-07 04:09:07,98K-104K,Reallinks,7.0,          Virginia         ,Vienna,60.0 to 102.0 employees,797.7777777777777
329,VP,Accounting,2018-11-24 07:07:04,2018-12-23 07:07:04,84K-199K,Vimbo,3.0,          Texas         ,El Paso,20.0 to 34.0 employees,620.0
330,Software,Consultant,2018-05-31 04:04:27,2018-07-30 04:04:27,57K-194K,Oloo,2.0,          Texas         ,San Antonio,10.0 to 17.0 employees,520.0
331,Assistant,Manager,2017-11-11 09:47:33,2017-12-06 09:47:33,9K-143K,Dynabox,5.0,          California         ,Los Angeles,40.0 to 68.0 employees,734.2857142857142
332,Senior,Financial Analyst,2020-04-20 00:38:30,2020-05-09 00:38:30,62K-176K,Zoomzone,6.0,          South Dakota         ,Sioux Falls,50.0 to 85.0 employees,770.0
333,Data,Coordiator,2019-04-17 18:06:39,2019-06-27 18:06:39,40K-198K,Katz,2.0,          Tennessee         ,Knoxville,10.0 to 17.0 employees,520.0
334,Nurse,,2017-03-09 02:00:29,2017-06-03 02:00:29,10K-153K,Eazzy,3.0,          California         ,Sacramento,20.0 to 34.0 employees,620.0
335,Statistician,IV,2018-01-27 10:03:07,2018-04-26 10:03:07,86K-129K,InnoZ,3.0,          Colorado         ,Denver,20.0 to 34.0 employees,620.0
336,Staff,Scientist,2018-02-14 19:42:49,2018-04-09 19:42:49,52K-143K,Demivee,5.0,          Virginia         ,Chesapeake,40.0 to 68.0 employees,734.2857142857142
337,Sales,Associate,2020-08-16 18:38:22,2020-11-11 18:38:22,80K-155K,Youspan,5.0,          Florida         ,Kissimmee,40.0 to 68.0 employees,734.2857142857142
338,Community,Outreach Specialist,2019-06-11 10:58:30,2019-08-09 10:58:30,42K-123K,Tagcat,4.0,          Texas         ,El Paso,30.0 to 51.0 employees,686.6666666666666
339,Computer,Systems Analyst I,2020-07-29 22:27:26,2020-10-29 22:27:26,2K-122K,Mymm,2.0,          Virginia         ,Suffolk,10.0 to 17.0 employees,520.0
340,Community,Outreach Specialist,2019-04-22 17:39:56,2019-07-11 17:39:56,4K-195K,Bubblebox,7.0,          California         ,Northridge,60.0 to 102.0 employees,797.7777777777777
341,Staff,Accountant II,2020-04-04 00:10:01,2020-05-06 00:10:01,31K-112K,Trunyx,4.0,          California         ,Torrance,30.0 to 51.0 employees,686.6666666666666
342,Senior,Editor,2020-01-12 01:14:17,2020-03-19 01:14:17,92K-119K,Livefish,6.0,          Pennsylvania         ,Philadelphia,50.0 to 85.0 employees,770.0
343,Geologist,I,2016-12-17 10:51:57,2017-01-27 10:51:57,0K-110K,Kare,2.0,          California         ,San Diego,10.0 to 17.0 employees,520.0
344,Senior,Editor,2020-02-24 23:22:29,2020-05-27 23:22:29,62K-123K,Yamia,3.0,          Indiana         ,Indianapolis,20.0 to 34.0 employees,620.0
345,Tax,Accountant,2020-11-30 11:45:49,2021-03-06 11:45:49,77K-131K,Aimbu,3.0,          California         ,Richmond,20.0 to 34.0 employees,620.0
346,Recruiting,Manager,2020-01-01 10:27:49,2020-02-20 10:27:49,36K-127K,Brightbean,8.0,          Hawaii         ,Honolulu,70.0 to 119.0 employees,820.0
347,Software,Consultant,2018-04-03 20:26:38,2018-04-14 20:26:38,28K-167K,Talane,4.0,          Texas         ,Temple,30.0 to 51.0 employees,686.6666666666666
348,Data,Coordiator,2020-08-02 10:11:30,2020-08-26 10:11:30,87K-170K,Avaveo,4.0,          Nevada         ,Reno,30.0 to 51.0 employees,686.6666666666666
349,Cost,Accountant,2019-06-10 13:49:22,2019-06-21 13:49:22,76K-147K,Edgeblab,6.0,          Florida         ,Miami,50.0 to 85.0 employees,770.0
350,Database,Administrator II,2016-07-16 02:42:51,2016-09-15 02:42:51,50K-133K,Dabfeed,5.0,          Illinois         ,Carol Stream,40.0 to 68.0 employees,734.2857142857142
351,Senior,Developer,2020-09-05 11:29:17,2020-11-15 11:29:17,50K-125K,Fadeo,3.0,          South Carolina         ,Greenville,20.0 to 34.0 employees,620.0
352,Structural,Engineer,2020-05-27 14:44:25,2020-08-20 14:44:25,51K-103K,Dabtype,5.0,          Missouri         ,Saint Louis,40.0 to 68.0 employees,734.2857142857142
353,Budget/Accounting,Analyst I,2016-10-09 03:51:21,2017-01-03 03:51:21,95K-115K,Oodoo,3.0,          Nebraska         ,Lincoln,20.0 to 34.0 employees,620.0
354,Database,Administrator I,2017-10-23 01:34:09,2017-11-04 01:34:09,74K-103K,Tavu,2.0,          Texas         ,Dallas,10.0 to 17.0 employees,520.0
355,Human,Resources Manager,2020-09-19 04:25:49,2020-11-15 04:25:49,22K-198K,Gigazoom,6.0,          Minnesota         ,Minneapolis,50.0 to 85.0 employees,770.0
356,Electrical,Engineer,2017-11-21 06:31:19,2018-02-17 06:31:19,21K-178K,Divape,4.0,          West Virginia         ,Huntington,30.0 to 51.0 employees,686.6666666666666
357,Health,Coach III,2020-09-24 09:25:52,2020-11-27 09:25:52,11K-195K,Livetube,6.0,          Nevada         ,Las Vegas,50.0 to 85.0 employees,770.0
358,Information,Systems Manager,2019-12-11 04:02:35,2020-01-16 04:02:35,20K-161K,Kare,2.0,          California         ,Sacramento,10.0 to 17.0 employees,520.0
359,VP,Sales,2020-06-21 23:56:58,2020-09-19 23:56:58,54K-103K,Brainbox,6.0,          Massachusetts         ,Boston,50.0 to 85.0 employees,770.0
360,Structural,Analysis Engineer,2020-10-04 05:42:08,2020-11-09 05:42:08,83K-200K,Aivee,3.0,          Alabama         ,Mobile,20.0 to 34.0 employees,620.0
361,Desktop,Support Technician,2018-06-12 17:50:08,2018-07-31 17:50:08,31K-123K,Quamba,4.0,          South Carolina         ,Anderson,30.0 to 51.0 employees,686.6666666666666
362,Junior,Executive,2017-06-26 15:05:59,2017-09-09 15:05:59,75K-166K,Dynava,4.0,          Connecticut         ,Waterbury,30.0 to 51.0 employees,686.6666666666666
363,Chief,Design Engineer,2020-03-08 21:52:42,2020-05-06 21:52:42,40K-167K,Divanoodle,8.0,          Nevada         ,Reno,70.0 to 119.0 employees,820.0
364,Nurse,Practicioner,2020-10-14 18:14:59,2020-12-06 18:14:59,31K-139K,Mybuzz,4.0,          Colorado         ,,30.0 to 51.0 employees,686.6666666666666
365,Account,Representative II,2017-05-13 04:12:54,2017-07-03 04:12:54,92K-122K,Katz,2.0,          Alabama         ,Birmingham,10.0 to 17.0 employees,520.0
366,Accountant,III,2016-04-04 14:22:38,2016-05-19 14:22:38,93K-110K,Zoombeat,6.0,          Massachusetts         ,Boston,50.0 to 85.0 employees,770.0
367,Senior,Quality Engineer,2020-06-04 08:37:04,2020-09-02 08:37:04,20K-173K,Yacero,4.0,          Texas         ,Irving,30.0 to 51.0 employees,686.6666666666666
368,Programmer,III,2018-04-23 20:11:42,2018-06-07 20:11:42,98K-174K,Feedbug,5.0,          Alaska         ,Fairbanks,40.0 to 68.0 employees,734.2857142857142
369,Account,Executive,2019-07-08 13:57:50,2019-09-04 13:57:50,72K-171K,Demimbu,5.0,          California         ,Oakland,40.0 to 68.0 employees,734.2857142857142
370,Sales,Representative,2019-10-12 00:00:16,2019-11-28 00:00:16,48K-106K,Linktype,6.0,          Utah         ,Ogden,50.0 to 85.0 employees,770.0
371,Desktop,Support Technician,2017-05-14 07:39:00,2017-07-19 07:39:00,66K-113K,Roombo,4.0,          California         ,Pasadena,30.0 to 51.0 employees,686.6666666666666
372,Civil,Engineer,2018-12-22 15:14:09,2019-03-27 15:14:09,58K-140K,Wikizz,4.0,          Indiana         ,Fort Wayne,30.0 to 51.0 employees,686.6666666666666
373,Help,Desk Operator,2016-12-29 14:25:26,2017-01-15 14:25:26,65K-110K,Vipe,2.0,          Florida         ,Fort Lauderdale,10.0 to 17.0 employees,520.0
374,Recruiter,,2020-07-06 15:57:33,2020-07-08 15:57:33,71K-157K,Shuffletag,8.0,          New York         ,Buffalo,70.0 to 119.0 employees,820.0
375,Media,Manager III,2016-07-01 02:43:43,2016-09-12 02:43:43,97K-121K,Photobean,7.0,          North Dakota         ,Bismarck,60.0 to 102.0 employees,797.7777777777777
376,Senior,Cost Accountant,2017-10-16 12:41:56,2018-01-22 12:41:56,65K-132K,Meevee,4.0,          Missouri         ,Kansas City,30.0 to 51.0 employees,686.6666666666666
377,Recruiting,Manager,2017-10-12 13:05:31,2017-11-22 13:05:31,91K-166K,Yakidoo,5.0,          California         ,Santa Barbara,40.0 to 68.0 employees,734.2857142857142
378,Human,Resources Manager,2020-07-13 20:51:00,2020-10-10 20:51:00,47K-134K,Skibox,4.0,          Kansas         ,Shawnee Mission,30.0 to 51.0 employees,686.6666666666666
379,Database,Administrator I,2018-05-17 18:07:01,2018-06-12 18:07:01,70K-110K,Nlounge,5.0,          California         ,San Diego,40.0 to 68.0 employees,734.2857142857142
380,Cost,Accountant,2017-04-14 03:28:30,2017-05-25 03:28:30,44K-116K,Fanoodle,6.0,          Illinois         ,Chicago,50.0 to 85.0 employees,770.0
381,Systems,Administrator II,2017-11-22 10:41:34,2017-12-17 10:41:34,98K-188K,Twitterworks,10.0,          Florida         ,Tallahassee,90.0 to 153.0 employees,853.3333333333335
382,Professor,,2019-12-06 16:30:51,2020-02-22 16:30:51,7K-156K,Ainyx,3.0,          Texas         ,Galveston,20.0 to 34.0 employees,620.0
383,Director,of Sales,2017-09-11 21:36:59,2017-11-09 21:36:59,74K-144K,Yadel,3.0,          Texas         ,Houston,20.0 to 34.0 employees,620.0
384,Media,Manager II,2021-02-02 01:16:49,2021-04-10 01:16:49,40K-147K,Devify,4.0,          Wisconsin         ,Appleton,30.0 to 51.0 employees,686.6666666666666
385,Administrative,Officer,2017-04-23 17:11:07,2017-06-29 17:11:07,94K-114K,Aimbu,3.0,          Oklahoma         ,Tulsa,20.0 to 34.0 employees,620.0
386,Assistant,Manager,2016-11-21 08:17:03,2017-01-30 08:17:03,84K-113K,Yodel,3.0,          Maine         ,Portland,20.0 to 34.0 employees,620.0
387,Staff,Accountant II,2020-12-21 05:18:56,2021-01-12 05:18:56,17K-135K,Trudeo,4.0,          Virginia         ,Roanoke,30.0 to 51.0 employees,686.6666666666666
388,Chief,Design Engineer,2016-05-10 10:47:49,2016-07-07 10:47:49,10K-191K,Yakijo,4.0,          Montana         ,Helena,30.0 to 51.0 employees,686.6666666666666
389,Tax,Accountant,2017-01-15 16:29:26,2017-01-17 16:29:26,0K-124K,Brainbox,6.0,          Tennessee         ,Nashville,50.0 to 85.0 employees,770.0
390,Programmer,Analyst III,2017-08-17 15:24:13,2017-11-06 15:24:13,93K-147K,Tekfly,4.0,          California         ,Santa Cruz,30.0 to 51.0 employees,686.6666666666666
391,Senior,Cost Accountant,2019-02-11 06:32:26,2019-05-19 06:32:26,45K-141K,Yakitri,5.0,          Texas         ,Austin,40.0 to 68.0 employees,734.2857142857142
392,Chief,Design Engineer,2017-02-21 08:05:33,2017-04-30 08:05:33,19K-188K,Skiba,3.0,          California         ,Sacramento,20.0 to 34.0 employees,620.0
393,Human,Resources Manager,2017-08-17 09:25:56,2017-10-28 09:25:56,97K-175K,JumpXS,4.0,          Texas         ,Abilene,30.0 to 51.0 employees,686.6666666666666
394,Pharmacist,,2018-07-12 12:58:17,2018-07-17 12:58:17,27K-132K,Jabberbean,8.0,          California         ,Pasadena,70.0 to 119.0 employees,820.0
395,Librarian,,2017-12-04 06:58:45,2018-02-02 06:58:45,56K-197K,Tambee,4.0,          California         ,Los Angeles,30.0 to 51.0 employees,686.6666666666666
396,Statistician,II,2017-06-20 21:46:27,2017-09-08 21:46:27,36K-148K,Mita,2.0,          Georgia         ,Lawrenceville,10.0 to 17.0 employees,520.0
397,Nuclear,Power Engineer,2017-08-17 01:03:36,2017-09-07 01:03:36,1K-160K,Brainlounge,9.0,          Georgia         ,Augusta,80.0 to 136.0 employees,838.1818181818182
398,Internal,Auditor,2019-05-22 21:11:06,2019-07-11 21:11:06,27K-121K,Vimbo,3.0,          Indiana         ,Indianapolis,20.0 to 34.0 employees,620.0
399,Teacher,,2016-04-18 22:48:29,2016-07-25 22:48:29,96K-178K,Wikizz,4.0,          Michigan         ,Lansing,30.0 to 51.0 employees,686.6666666666666
400,Librarian,,2020-01-09 00:21:30,2020-01-23 00:21:30,5K-160K,Brainverse,8.0,          Texas         ,Corpus Christi,70.0 to 119.0 employees,820.0
401,Senior,Developer,2019-05-10 02:01:16,2019-06-12 02:01:16,100K-153K,Dynabox,5.0,          Nebraska         ,Lincoln,40.0 to 68.0 employees,734.2857142857142
402,Structural,Analysis Engineer,2020-09-15 15:15:53,2020-11-22 15:15:53,82K-184K,Quatz,3.0,          Pennsylvania         ,Erie,20.0 to 34.0 employees,620.0
403,Senior,Editor,2021-01-25 07:08:00,2021-03-30 07:08:00,64K-161K,Twitterworks,10.0,          Kansas         ,Topeka,90.0 to 153.0 employees,853.3333333333335
404,Help,Desk Technician,2018-02-21 15:56:21,2018-05-08 15:56:21,96K-119K,Brightbean,8.0,          Texas         ,El Paso,70.0 to 119.0 employees,820.0
405,Business,Systems Development Analyst,2016-11-29 18:55:03,2017-01-03 18:55:03,37K-116K,Eayo,2.0,          Minnesota         ,Duluth,10.0 to 17.0 employees,520.0
406,Human,Resources Assistant I,2019-06-09 20:40:42,2019-07-06 20:40:42,82K-107K,Tambee,4.0,          Florida         ,,30.0 to 51.0 employees,686.6666666666666
407,Sales,Associate,2016-07-25 16:42:37,2016-10-06 16:42:37,77K-177K,Skyndu,4.0,          Texas         ,El Paso,30.0 to 51.0 employees,686.6666666666666
408,Technical,Writer,2018-08-05 16:40:58,2018-09-28 16:40:58,92K-122K,Digitube,6.0,          Wisconsin         ,Milwaukee,50.0 to 85.0 employees,770.0
409,Web,Designer II,2020-11-22 01:01:26,2021-01-12 01:01:26,79K-109K,Kwilith,5.0,          Missouri         ,Kansas City,40.0 to 68.0 employees,734.2857142857142
410,Account,Executive,2017-09-08 05:21:17,2016-09-29 05:21:17,6K-130K,Twinte,4.0,          Washington         ,Vancouver,30.0 to 51.0 employees,686.6666666666666
411,Director,of Sales,2016-11-11 08:47:13,2016-12-20 08:47:13,22K-178K,Twitternation,11.0,          Oklahoma         ,Tulsa,100.0 to 170.0 employees,866.1538461538463
412,Sales,Associate,2016-11-14 09:59:06,2016-12-28 09:59:06,24K-175K,Dynabox,5.0,          Texas         ,Denton,40.0 to 68.0 employees,734.2857142857142
413,Accounting,Assistant III,2016-04-12 09:08:51,2016-05-04 09:08:51,70K-105K,Livetube,6.0,          California         ,Sacramento,50.0 to 85.0 employees,770.0
414,Staff,Scientist,2016-08-31 22:30:41,2016-09-16 22:30:41,9K-153K,Eabox,3.0,          Texas         ,El Paso,20.0 to 34.0 employees,620.0
415,Project,Manager,2020-08-01 19:20:28,2020-11-09 19:20:28,30K-120K,Chatterpoint,10.0,          Texas         ,Dallas,90.0 to 153.0 employees,853.3333333333335
416,Web,Developer IV,2018-08-14 14:46:03,2018-09-27 14:46:03,4K-106K,Thoughtblab,9.0,          Massachusetts         ,Boston,80.0 to 136.0 employees,838.1818181818182
417,Teacher,,2018-07-05 11:04:10,2018-07-14 11:04:10,31K-171K,Eayo,2.0,          Alabama         ,Birmingham,10.0 to 17.0 employees,520.0
418,Social,Worker,2016-12-05 02:39:24,2017-01-26 02:39:24,9K-183K,DabZ,2.0,          Texas         ,Austin,10.0 to 17.0 employees,520.0
419,Recruiter,,2020-11-05 09:54:52,2021-01-04 09:54:52,40K-176K,Skyndu,4.0,          Indiana         ,South Bend,30.0 to 51.0 employees,686.6666666666666
420,Technical,Writer,2018-07-31 15:46:37,2018-09-07 15:46:37,32K-146K,Gabvine,5.0,          Oklahoma         ,Oklahoma City,40.0 to 68.0 employees,734.2857142857142
421,VP,Product Management,2019-08-06 20:22:45,2017-08-30 20:22:45,28K-132K,Flashset,6.0,          Texas         ,El Paso,50.0 to 85.0 employees,770.0
422,Analog,Circuit Design manager,2019-10-29 18:43:32,2020-01-06 18:43:32,31K-187K,Tavu,2.0,          Texas         ,San Antonio,10.0 to 17.0 employees,520.0
423,Database,Administrator III,2016-09-30 03:55:20,2016-10-19 03:55:20,41K-166K,Shuffledrive,10.0,          New Mexico         ,Albuquerque,90.0 to 153.0 employees,853.3333333333335
424,Marketing,Manager,2018-10-07 04:06:39,2018-11-14 04:06:39,54K-199K,Jaxworks,6.0,          District of Columbia         ,Washington,50.0 to 85.0 employees,770.0
425,Office,Assistant IV,2017-06-15 18:24:18,2017-07-25 18:24:18,85K-106K,LiveZ,3.0,          New Jersey         ,Trenton,20.0 to 34.0 employees,620.0
426,Teacher,,2016-11-15 01:10:32,2016-12-15 01:10:32,46K-114K,Voonyx,4.0,          Florida         ,,30.0 to 51.0 employees,686.6666666666666
427,Media,Manager III,2019-11-24 22:36:51,2020-02-21 22:36:51,74K-132K,Youspan,5.0,          North Carolina         ,Raleigh,40.0 to 68.0 employees,734.2857142857142
428,Graphic,Designer,2017-08-05 02:05:22,2017-11-10 02:05:22,97K-125K,Quatz,3.0,          Washington         ,Yakima,20.0 to 34.0 employees,620.0
429,Database,Administrator I,2020-03-18 20:35:49,2020-04-04 20:35:49,89K-189K,Tazz,2.0,          North Carolina         ,Charlotte,10.0 to 17.0 employees,520.0
430,Director,of Sales,2017-10-02 15:36:06,2017-10-05 15:36:06,2K-158K,Brightbean,8.0,          Illinois         ,Chicago,70.0 to 119.0 employees,820.0
431,Electrical,Engineer,2021-02-03 08:13:52,2018-05-13 08:13:52,34K-127K,Jayo,2.0,          California         ,Sacramento,10.0 to 17.0 employees,520.0
432,Research,Assistant I,2019-01-31 02:11:44,2019-03-14 02:11:44,27K-121K,Dazzlesphere,10.0,          Arizona         ,Phoenix,90.0 to 153.0 employees,853.3333333333335
433,Product,Engineer,2016-11-07 06:27:11,2016-11-16 06:27:11,86K-148K,Buzzshare,7.0,          California         ,Los Angeles,60.0 to 102.0 employees,797.7777777777777
434,Junior,Executive,2018-03-11 09:16:59,2018-03-16 09:16:59,24K-125K,Quire,3.0,          Arizona         ,Tucson,20.0 to 34.0 employees,620.0
435,Business,Systems Development Analyst,2020-12-05 02:48:59,2021-02-28 02:48:59,84K-120K,Ntags,3.0,          Ohio         ,Canton,20.0 to 34.0 employees,620.0
436,Product,Engineer,2016-08-13 03:24:42,2016-11-07 03:24:42,33K-131K,Avavee,4.0,          Kentucky         ,Louisville,30.0 to 51.0 employees,686.6666666666666
437,Quality,Control Specialist,2016-12-31 11:03:18,2017-03-28 11:03:18,5K-107K,Fiveclub,6.0,          Georgia         ,Atlanta,50.0 to 85.0 employees,770.0
438,Safety,Technician II,2020-11-18 11:30:04,2020-12-25 11:30:04,8K-139K,Gigaclub,6.0,          Pennsylvania         ,Pittsburgh,50.0 to 85.0 employees,770.0
439,Product,Engineer,2019-04-06 11:55:51,2019-06-03 11:55:51,77K-188K,Babbleopia,8.0,          Alabama         ,Montgomery,70.0 to 119.0 employees,820.0
440,Project,Manager,2016-06-04 10:49:21,2016-08-05 10:49:21,81K-112K,Gabvine,5.0,          California         ,Fresno,40.0 to 68.0 employees,734.2857142857142
441,Information,Systems Manager,2020-12-20 15:29:41,2021-03-22 15:29:41,10K-184K,Kare,2.0,          Texas         ,Bryan,10.0 to 17.0 employees,520.0
442,Assistant,Manager,2019-05-02 01:02:36,2019-06-07 01:02:36,91K-184K,Avavee,4.0,          Texas         ,Fort Worth,30.0 to 51.0 employees,686.6666666666666
443,Speech,Pathologist,2018-04-01 03:12:12,2018-05-08 03:12:12,33K-158K,Livepath,6.0,          Pennsylvania         ,Pittsburgh,50.0 to 85.0 employees,770.0
444,Speech,Pathologist,2019-03-10 08:27:37,2019-05-20 08:27:37,5K-199K,Kare,2.0,          Kentucky         ,Lexington,10.0 to 17.0 employees,520.0
445,Health,Coach IV,2020-06-29 17:58:56,2020-08-15 17:58:56,80K-178K,Meejo,3.0,          California         ,Sacramento,20.0 to 34.0 employees,620.0
446,Chemical,Engineer,2020-10-31 16:10:09,2020-12-23 16:10:09,51K-130K,Feedfire,6.0,          District of Columbia         ,Washington,50.0 to 85.0 employees,770.0
447,Payment,Adjustment Coordinator,2020-07-06 02:42:45,2020-09-02 02:42:45,37K-178K,Ntag,2.0,          Nevada         ,Henderson,10.0 to 17.0 employees,520.0
448,Software,Engineer III,2017-06-12 10:46:40,2017-06-18 10:46:40,7K-145K,Buzzster,6.0,          Georgia         ,Duluth,50.0 to 85.0 employees,770.0
449,Media,Manager I,2020-01-31 23:37:23,2020-03-01 23:37:23,96K-135K,Jaloo,3.0,          Arkansas         ,Little Rock,20.0 to 34.0 employees,620.0
450,Developer,II,2018-12-30 08:55:49,2019-02-14 08:55:49,70K-118K,Vipe,2.0,          Texas         ,El Paso,10.0 to 17.0 employees,520.0
451,Dental,Hygienist,2019-10-02 02:43:24,2019-12-02 02:43:24,14K-176K,Feedfish,6.0,          Virginia         ,Hampton,50.0 to 85.0 employees,770.0
452,Internal,Auditor,2020-09-28 23:53:34,2020-11-01 23:53:34,53K-137K,Skiptube,6.0,          Texas         ,Corpus Christi,50.0 to 85.0 employees,770.0
453,Desktop,Support Technician,2020-11-25 15:29:07,2021-03-03 15:29:07,30K-128K,Jabbersphere,10.0,          Texas         ,Dallas,90.0 to 153.0 employees,853.3333333333335
454,Financial,Advisor,2017-03-03 01:52:35,2017-05-16 01:52:35,54K-120K,Skipfire,6.0,          New York         ,Jamaica,50.0 to 85.0 employees,770.0
455,Office,Assistant I,2018-12-16 01:21:10,2019-01-28 01:21:10,51K-188K,Dabfeed,5.0,          Texas         ,Dallas,40.0 to 68.0 employees,734.2857142857142
456,VP,Quality Control,2018-05-25 07:33:03,2018-07-04 07:33:03,40K-155K,Trilith,5.0,          Oklahoma         ,Tulsa,40.0 to 68.0 employees,734.2857142857142
457,Payment,Adjustment Coordinator,2019-06-11 15:54:59,2019-07-27 15:54:59,22K-162K,Layo,2.0,          Alabama         ,Montgomery,10.0 to 17.0 employees,520.0
458,Social,Worker,2017-11-15 01:21:56,2017-12-09 01:21:56,35K-186K,BlogXS,4.0,          Minnesota         ,Saint Paul,30.0 to 51.0 employees,686.6666666666666
459,Assistant,Manager,2017-06-08 05:52:21,2017-08-30 05:52:21,5K-178K,Roodel,4.0,          Alaska         ,Anchorage,30.0 to 51.0 employees,686.6666666666666
460,Cost,Accountant,2017-10-21 11:35:25,2017-11-22 11:35:25,52K-189K,Eire,2.0,          New York         ,Buffalo,10.0 to 17.0 employees,520.0
461,Biostatistician,IV,2020-12-29 14:40:45,2021-03-03 14:40:45,78K-141K,Jabbersphere,10.0,          New York         ,New York City,90.0 to 153.0 employees,853.3333333333335
462,VP,Product Management,2018-09-12 15:33:00,2018-10-21 15:33:00,64K-124K,Skinder,5.0,          Kansas         ,Wichita,40.0 to 68.0 employees,734.2857142857142
463,VP,Sales,2017-12-08 10:25:27,2018-02-20 10:25:27,81K-162K,Thoughtblab,9.0,          Illinois         ,Peoria,80.0 to 136.0 employees,838.1818181818182
464,Administrative,Officer,2017-06-26 16:22:30,2017-07-06 16:22:30,45K-117K,Topiclounge,9.0,          Mississippi         ,Columbus,80.0 to 136.0 employees,838.1818181818182
465,VP,Sales,2016-09-02 06:26:50,2016-11-10 06:26:50,23K-192K,Riffpath,6.0,          Illinois         ,Chicago,50.0 to 85.0 employees,770.0
466,Paralegal,,2016-10-09 21:56:33,2016-11-25 21:56:33,87K-151K,Plajo,3.0,          Arizona         ,Tucson,20.0 to 34.0 employees,620.0
467,Information,Systems Manager,2018-05-16 20:16:15,2018-07-12 20:16:15,78K-121K,Flipbug,5.0,          Illinois         ,Chicago,40.0 to 68.0 employees,734.2857142857142
468,Cost,Accountant,2016-03-08 06:17:26,2016-04-04 06:17:26,96K-130K,Thoughtstorm,10.0,          Nevada         ,Reno,90.0 to 153.0 employees,853.3333333333335
469,Physical,Therapy Assistant,2019-09-25 19:37:48,2019-10-21 19:37:48,9K-104K,Kamba,3.0,          California         ,San Diego,20.0 to 34.0 employees,620.0
470,Statistician,II,2019-04-01 09:19:18,2019-04-18 09:19:18,48K-135K,Yotz,2.0,          New Jersey         ,Trenton,10.0 to 17.0 employees,520.0
471,Accountant,III,2016-04-17 08:46:05,2016-06-14 08:46:05,83K-135K,Wikizz,4.0,          California         ,San Jose,30.0 to 51.0 employees,686.6666666666666
472,Help,Desk Technician,2019-09-25 08:17:06,2019-11-10 08:17:06,6K-132K,Kwideo,4.0,          Missouri         ,Jefferson City,30.0 to 51.0 employees,686.6666666666666
473,VP,Accounting,2019-03-08 10:00:19,2019-05-18 10:00:19,41K-120K,Avamm,3.0,          Arizona         ,Tucson,20.0 to 34.0 employees,620.0
474,Software,Consultant,2019-01-17 07:15:18,2010-03-10 07:15:18,22K-155K,Twiyo,3.0,          Pennsylvania         ,Pittsburgh,20.0 to 34.0 employees,620.0
475,Software,Engineer III,2018-07-22 17:22:26,2018-08-22 17:22:26,14K-126K,Rhynyx,4.0,          North Carolina         ,Charlotte,30.0 to 51.0 employees,686.6666666666666
476,Human,Resources Assistant II,2017-01-06 11:20:47,2017-04-01 11:20:47,81K-133K,Yakidoo,5.0,          North Carolina         ,Charlotte,40.0 to 68.0 employees,734.2857142857142
477,Professor,,2017-02-13 17:25:55,2017-04-01 17:25:55,70K-120K,Aibox,3.0,          Texas         ,Austin,20.0 to 34.0 employees,620.0
478,Help,Desk Technician,2017-05-22 11:48:35,2017-07-19 11:48:35,26K-144K,Kazu,2.0,          District of Columbia         ,Washington,10.0 to 17.0 employees,520.0
479,Structural,Engineer,2019-08-09 15:16:13,2019-09-27 15:16:13,19K-105K,Skyndu,4.0,          Florida         ,Naples,30.0 to 51.0 employees,686.6666666666666
480,Account,Executive,2017-05-17 07:57:10,2017-08-12 07:57:10,27K-193K,JumpXS,4.0,          Alabama         ,Mobile,30.0 to 51.0 employees,686.6666666666666
481,Dental,Hygienist,2018-05-07 17:49:46,2018-07-24 17:49:46,84K-141K,Roomm,3.0,          District of Columbia         ,Washington,20.0 to 34.0 employees,620.0
482,Health,Coach IV,2017-10-06 20:46:07,2017-10-09 20:46:07,76K-165K,Thoughtmix,8.0,          Georgia         ,Atlanta,70.0 to 119.0 employees,820.0
483,Information,Systems Manager,2021-01-05 13:12:11,2021-04-13 13:12:11,95K-195K,Kwideo,4.0,          Ohio         ,Cincinnati,30.0 to 51.0 employees,686.6666666666666
484,Nurse,,2018-02-12 21:02:39,2018-02-27 21:02:39,87K-144K,Jaloo,3.0,          Missouri         ,Saint Louis,20.0 to 34.0 employees,620.0
485,Pharmacist,,2017-05-07 13:04:39,2017-05-29 13:04:39,46K-147K,Quimba,4.0,          Massachusetts         ,Springfield,30.0 to 51.0 employees,686.6666666666666
